id,signum,location,parish,province,country,municipality,county,landscape,longitude,latitude,coordinate_status,comment
82984c91-217a-42b8-870d-04be8bab4aeb,Bo NIYR 3,Norums kyrka,Norum,Bohuslän,Sverige,Uddevalla,Västra Götalands län,,11,58,HAS_COORDINATES,COORDS_OK
16d2999a-b70a-4438-b23d-3e81584e2ea7,Bo NIYR 4,Utby Herrestads socken,Herrestad,Bohuslän,Sverige,Uddevalla,Västra Götalands län,,11.766894,58.33872,HAS_COORDINATES,COORDS_OK
e601f592-dde6-48b5-b31f-12d20cccb3a4,Bo NIYR 7,Kleva Båtslycke Spekeröds socken,Spekeröd,Bohuslän,Sverige,Uddevalla,Västra Götalands län,,11,58,HAS_COORDINATES,COORDS_OK
828b0211-b5b7-4d2a-afec-7bfd2473f4dc,Bo Rävsal,Rävsal Valla socken,Valla,Bohuslän,Sverige,Tjörn,Västra Götalands län,,11.734453,58.0662,HAS_COORDINATES,COORDS_OK
76c47cb0-36b9-463c-8bf5-792f034195c3,Bo Tossene,Tossene,Tossene,Bohuslän,Sverige,Sotenäs,Västra Götalands län,,11,58,HAS_COORDINATES,COORDS_OK
db9c15d8-e293-4f7d-9c46-9004c986e660,G 138,Halla kyrka,Halla socken,Gotland,Sverige,,,Gotland,18.2167,57.4833,HAS_COORDINATES,COORDS_OK
d93575f9-9055-4898-9163-a685cf5850d3,G 139a,Halla kyrka,Halla socken,Gotland,Sverige,,,Gotland,18.2167,57.4833,HAS_COORDINATES,COORDS_OK
094b30a5-d7a0-4d64-8ebd-1af5a8953ada,G 139b,Halla kyrka,Halla socken,Gotland,Sverige,,,Gotland,18.2167,57.4833,HAS_COORDINATES,COORDS_OK
f1298ec0-2190-4f7e-909e-8c4aa5596179,G 140,Halla kyrka,Halla socken,Gotland,Sverige,,,Gotland,18.2167,57.4833,HAS_COORDINATES,COORDS_OK
fc89489a-32d7-498e-bd1a-184f4e6419ff,G 141,Halla kyrka,Halla socken,Gotland,Sverige,,,Gotland,18.2167,57.4833,HAS_COORDINATES,COORDS_OK
e77d6631-3b24-4659-8833-cbff9568b17f,G 142,Västerhejde kyrka,Västerhejde socken,Gotland,Sverige,,,Gotland,18.3,57.6,HAS_COORDINATES,COORDS_OK
010fee8b-abb3-468f-a7b0-1b4378ee3f52,G 143,Stenkumla kyrka,Stenkumla socken,Gotland,Sverige,,,Gotland,18.4,57.5,HAS_COORDINATES,COORDS_OK
6f8ad3fa-1bca-4cfc-94a2-134bf41f99db,G 144,Stenkumla kyrka,Stenkumla socken,Gotland,Sverige,,,Gotland,18.4,57.5,HAS_COORDINATES,COORDS_OK
c52984cc-8937-4751-b1fe-c7c790587b9a,G 145,Stenkumla kyrka,Stenkumla socken,Gotland,Sverige,,,Gotland,18.4,57.5,HAS_COORDINATES,COORDS_OK
b10b392b-397a-470d-aae1-799c4614f0d7,G 146,Stenkumla kyrka,Stenkumla socken,Gotland,Sverige,,,Gotland,18.4,57.5,HAS_COORDINATES,COORDS_OK
8659b8ca-cc51-49ae-a973-ed3d02db86d4,G 147,Träkumla kyrka,Träkumla socken,Gotland,Sverige,,,Gotland,18.5,57.4,HAS_COORDINATES,COORDS_OK
c40d5bb4-1102-475f-83b5-aaa9bc9d8c32,G 148,Träkumla kyrka,Träkumla socken,Gotland,Sverige,,,Gotland,18.5,57.4,HAS_COORDINATES,COORDS_OK
969d9d2c-a654-4f1e-ae37-6664146469fa,G 149,Träkumla kyrka,Träkumla socken,Gotland,Sverige,,,Gotland,18.5,57.4,HAS_COORDINATES,COORDS_OK
32c87640-46a3-4cc8-911c-d53fcdf44b8e,G 150,Follingbo kyrka,Follingbo socken,Gotland,Sverige,,,Gotland,18.3,57.5,HAS_COORDINATES,COORDS_OK
0be64520-b663-4e19-aa3e-bb0c9ffbb8ba,Ög 136,Röks kyrkogård,Röks socken,Östergötland,Sverige,Ödeshög,Östergötland,Östergötland,14.77806,58.29333,HAS_COORDINATES,COORDS_OK
0b1c99d6-2936-4752-92bb-58d87976a22e,Sö 106,Kungshållet på Kjula ås Kjula socken,Kjula,Södermanland,Sverige,,,Södermanland,16.67203,59.38337,HAS_COORDINATES,COORDS_OK
